# Model: wabs(mekal) for inner50 spectra; Fit Range = 0.5 - 7.0; Count Rates = 0.5 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
ABELL_0539            5808+7209  0.000  1.440 12.77  0.00  0.00  3.12  2.98  3.26  0.41  0.32  0.52   2.14e-03   2.04e-03   2.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0288  0.0000  0.0000  0.254   90.7   0.89    284
ABELL_0907        3205+3185+535  0.000  0.310  5.69  0.00  0.00  4.16  4.02  4.30  0.61  0.53  0.70   1.78e-03   1.72e-03   1.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.0000  0.0000  0.204   99.5   1.01    407
ABELL_1644            7922+2206  0.000  0.900  5.69  0.00  0.00  2.94  2.85  3.03  0.89  0.79  0.99   1.87e-03   1.80e-03   1.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0471  0.0000  0.0000  0.252   96.1   1.39    339
ABELL_1664            7901+1648  0.000  0.360  8.47  0.00  0.00  2.70  2.62  2.78  0.66  0.59  0.73   2.61e-03   2.52e-03   2.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1276  0.0000  0.0000  0.420   97.6   1.37    301
ABELL_1689        540+1663+5004  0.000  0.280  1.87  0.00  0.00  8.90  8.26  9.65  0.51  0.38  0.64   2.96e-03   2.86e-03   3.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1843  0.0000  0.0000  0.365   99.7   1.09    331
ABELL_1795             493+5289  0.000  0.690  1.17  0.00  0.00  4.12  4.05  4.19  0.62  0.58  0.66   1.39e-02   1.38e-02   1.41e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0622  0.0000  0.0000  3.392   99.7   1.18    617
ABELL_2029        4977+6101+891  0.000  0.570  3.26  0.00  0.00  6.25  6.17  6.33  0.70  0.66  0.73   1.43e-02   1.42e-02   1.44e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  0.0000  0.0000  2.825   99.0   1.30   1051
ABELL_2052             5807+890  0.000  1.190  2.85  0.00  0.00  2.54  2.52  2.55  0.76  0.74  0.77   1.18e-02   1.17e-02   1.19e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0353  0.0000  0.0000  2.589   96.1   5.12    741
ABELL_2063            4187+6263  0.000  1.190  3.21  0.00  0.00  3.56  3.45  3.67  0.70  0.62  0.79   4.60e-03   4.44e-03   4.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0351  0.0000  0.0000  0.697   92.3   1.09    347
ABELL_2142       5005+1228+1196  0.000  0.500  4.31  0.00  0.00  6.26  6.01  6.53  0.38  0.32  0.45   5.67e-03   5.57e-03   5.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0898  0.0000  0.0000  0.678   99.4   1.19    325
ABELL_2204        7940+6104+499  0.000  0.310  5.84  0.00  0.00  4.64  4.57  4.71  0.69  0.65  0.72   9.25e-03   9.15e-03   9.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.0000  0.0000  1.071   99.6   1.41    811
ABELL_2744      7915+8477+8557+2212  0.000  0.180  1.82  0.00  0.00 15.84 10.02 26.47  0.03  0.00  1.68   9.49e-05   7.28e-05   1.08e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.0000  0.0000  0.008   91.0   1.26     48
ABELL_3158            3201+3712  0.000  0.740  1.60  0.00  0.00  5.77  5.44  6.13  0.67  0.52  0.83   1.29e-03   1.24e-03   1.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0586  0.0000  0.0000  0.188   97.3   0.96    270
ABELL_3376            3202+3450  0.000  0.970  5.21  0.00  0.00  4.21  3.76  4.74  0.17  0.00  0.44   4.47e-04   4.09e-04   4.84e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0456  0.0000  0.0000  0.055   81.7   0.73     89
ABELL_3667      5751+889+5752+5753  0.000  0.770  5.45  0.00  0.00  5.50  5.35  5.66  0.35  0.30  0.41   1.53e-03   1.50e-03   1.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0556  0.0000  0.0000  0.178   93.9   1.14    980
CID_0072        7321+2018+6949+7322  0.000  1.210  2.43  0.00  0.00  1.79  1.76  1.81  0.44  0.41  0.46   3.03e-03   2.96e-03   3.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0344  0.0000  0.0000  0.400   94.1   1.56    740
CL_J1226.9+3332   5014+3180+932  0.000  0.110  1.37  0.00  0.00  6.03  3.90 12.04  0.43  0.00  1.78   1.42e-04   1.13e-04   1.70e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.0000  0.0000  0.007   92.4   0.76     13
ESO_3060170           3188+3189  0.000  1.170  3.45  0.00  0.00  2.46  2.36  2.56  0.78  0.66  0.91   2.42e-03   2.27e-03   2.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.0000  0.0000  0.374   95.7   1.14    251
HERCULES_A       5796+6257+1625  0.000  0.310  6.27  0.00  0.00  2.84  2.75  2.94  0.83  0.73  0.94   8.43e-04   8.07e-04   8.77e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.0000  0.0000  0.147   94.9   1.02    354
HYDRA_A                4970+576  0.000  0.780  4.82  0.00  0.00  3.30  3.27  3.32  0.49  0.47  0.51   1.43e-02   1.42e-02   1.44e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0549  0.0000  0.0000  2.663   98.0   1.50    707
M87                   5826+5827  0.000  9.170  0.00  0.00  0.00  2.31  0.00  0.00  0.76  0.00  0.00   1.98e-01   0.00e+00   0.00e+00  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0000  0.0000  0.0000 31.820   97.1  62.30    441
MACS_J0011.7-1523       6105+3261  0.000  0.160  2.08  0.00  0.00  4.51  4.12  4.98  0.49  0.27  0.73   5.37e-04   5.01e-04   5.80e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.0000  0.0000  0.046   99.3   1.15     76
MACS_J0159.8-0849       6106+3265  0.000  0.160  2.01  0.00  0.00  5.22  4.84  5.66  0.58  0.43  0.73   1.10e-03   1.05e-03   1.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.0000  0.0000  0.095   99.7   1.07    157
MACS_J0257.1-2325       1654+3581  0.000  0.140  2.09  0.00  0.00  7.22  5.17 12.22  0.41  0.00  1.02   2.99e-04   2.61e-04   3.36e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.0000  0.0000  0.023   98.8   1.47     27
MACS_J0329.6-0211  6108+3582+3257  0.000  0.150  6.21  0.00  0.00  3.86  3.66  4.10  0.78  0.62  0.96   9.77e-04   9.20e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.0000  0.0000  0.077   99.5   1.29    171
MACS_J0717.5+3745       4200+1655  0.000  0.130  6.75  0.00  0.00  9.71  5.73 22.24  0.50  0.00  1.49   1.02e-04   8.51e-05   1.19e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.0000  0.0000  0.007   94.7   1.44     13
MACS_J0744.8+3927  3585+3197+6111  0.000  0.110  4.66  0.00  0.00  7.53  6.26  9.37  0.47  0.21  0.75   3.78e-04   3.38e-04   4.13e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.0000  0.0000  0.023   99.0   1.14     68
MACS_J1149.5+2223       3589+1656  0.000  0.280  2.32  0.00  0.00 12.29  7.84 20.17  0.01  0.00  0.68   2.89e-04   2.52e-04   3.15e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5440  0.0000  0.0000  0.020   96.1   0.97     24
MACS_J1311.0-0310       3258+6110  0.000  0.140  2.18  0.00  0.00  4.51  4.05  5.10  0.57  0.31  0.88   4.42e-04   3.89e-04   4.64e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.0000  0.0000  0.032   98.7   1.13     72
MACS_J1621.3+3810 6109+6172+3254+3594  0.000  0.140  1.07  0.00  0.00  4.46  4.07  4.94  0.41  0.22  0.62   4.98e-04   4.62e-04   5.16e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4610  0.0000  0.0000  0.038   99.4   1.10    104
MACS_J2214.9-1359       3259+5011  0.000  0.140  3.32  0.00  0.00  5.22  3.95  8.48  1.56  0.25  4.69   1.59e-04   9.39e-05   2.05e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.0000  0.0000  0.013   98.7   0.89     13
NGC_4636              4415+3926  0.000 13.000  1.82  0.00  0.00  0.68  0.68  0.68  0.22  0.21  0.22   1.51e-02   1.48e-02   1.53e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0031  0.0000  0.0000  1.720   62.2   2.52    884
PKS_0745-191      2427+508+6103  0.000  0.440 43.39  0.00  0.00  4.47  4.38  4.55  0.46  0.42  0.49   1.91e-02   1.88e-02   1.93e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  0.0000  0.0000  2.032   99.8   1.20    885
RBS_0533        3186+3187+5800+5801  0.000  3.310 11.52  0.00  0.00  1.33  1.32  1.33  0.35  0.34  0.36   1.42e-02   1.40e-02   1.45e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0123  0.0000  0.0000  1.545   86.4   3.27    963
RBS_0797              2202+7902  0.000  0.160  2.22  0.00  0.00  5.62  5.37  5.90  0.54  0.46  0.64   3.16e-03   3.02e-03   3.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.0000  0.0000  0.304   99.0   1.11    303
RXCJ0331.1-2100      10790+9415  0.000  0.260  2.14  0.00  0.00  3.78  3.57  4.02  0.96  0.73  1.21   1.72e-03   1.59e-03   1.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1880  0.0000  0.0000  0.214   99.3   1.10    128
RX_J0439.0+0715       3583+1449  0.000  0.220 11.16  0.00  0.00  5.07  4.44  5.88  0.38  0.15  0.65   7.54e-04   6.95e-04   8.18e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.069   98.6   1.07     59
RX_J0647.7+7015       3196+3584  0.000  0.120  5.18  0.00  0.00  8.77  5.44 19.98  0.57  0.00  1.60   1.59e-04   1.27e-04   1.91e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.0000  0.0000  0.011   98.7   1.51     12
RX_J1347.5-1145        3592+507  0.000  0.150  4.89  0.00  0.00  8.61  8.16  9.11  0.48  0.40  0.56   3.49e-03   3.42e-03   3.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.0000  0.0000  0.285   99.6   0.95    385
RX_J1423.8+2404       1657+4195  0.000  0.130  2.65  0.00  0.00  4.55  4.37  4.73  0.62  0.53  0.72   9.79e-04   9.23e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.0000  0.0000  0.071   98.7   1.29    220
RX_J1532.9+3021       1665+1649  0.000  0.170  2.21  0.00  0.00  4.08  3.84  4.36  0.57  0.42  0.73   2.34e-03   2.21e-03   2.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.0000  0.0000  0.212   99.3   0.98    157
RX_J1720.2+3536  7225+3280+6107  0.000  0.160  3.35  0.00  0.00  4.25  3.93  4.64  0.47  0.31  0.64   7.71e-04   6.41e-04   9.14e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.0000  0.0000  0.053   99.3   1.06    116
